Number,Summary,Score,Network
00DkMSm0fRH9TpwtvJL4N0,"In this episode of Siesta Key, Ish pops the big question to Madison and asks her to move in with him, but then flips the script on her and tells her that she can make her own decisions. Ollie's parents don't approve of him moving in with Madison, but he tells her she can do what she wants to do. Ish and Madison finally get together for the first time since their terrible trip, but things don't go as planned when Ish asks Madison to move to Los Angeles with him. Lila's parents aren't happy about it, but she and Ish get through it and she gets the respect she needs from her parents, but it's not enough for Ish to ask her to marry him. Madison and Ola's relationship continues to go through the roof, but Lila is not happy with the way things are going with Ish, and she asks him to move out of the house to be with her. She tells him that she doesn't want to be in a relationship with him anymore, and that she's ready to go on her own, but Ish doesn't seem to be happy with that, and he flips the whole thing around on her. Today's After Show Was Hosted By.
",3,UCF_NLP1
01qEmLFElBRXlHzqT0ifI9,"In 1995, players on the Northwestern Wildcats were busted for intentionally losing games to pay off gambling debts. It was a point-shaving scandal that would rock college basketball for years to come.
",3,UCF_NLP1
020VZpYLp8NdRDibQXjpVY,"Get up, dust yourself off, it's Africa time!
",2,UCF_NLP1
02M6TWdvrauOreyDIFYKmI,"This week we have the pleasure of talking to former competitive bodybuilder and current competitive power lifter, Zita Mackaye. We talk about her upbringing, how she got into powerlifting, her journey into bodybuilding and how she became a competitive powerlifter. We also talk about the importance of kindness and how we can all be a little bit nicer to each other.
",3,UCF_NLP1
04Llj5QjDot46TEDGj7lbI,"Vanessa Jazz is a Toronto-based family and real estate lawyer, motivational speaker and up and coming author. She has also recently launched and is the CEO of her own charity known as Survivors Unleashed. In this episode, Vanessa shares her story of how she was lured into the sex trafficking world as a teenager and how she overcame the trauma to become a successful lawyer and a motivational speaker.
",3,UCF_NLP1
04xHi6OlXWxwnQUE66jH2i,"In 2 Corinthians 4:16-18, Paul describes how we can keep from losing heart in the midst of suffering. We are called to shift our perspective from outward wasting away to inward renewal!
",2,UCF_NLP1
05EF9y109a39kdWnc4caqg,"Challenge Tip -Item Shop -Tip of the Day Instagram - Discord Server - discord.gg/qugJAVp Merch - or use the Anchor app to call the show and leave a message and you might be featured on the show! And as always, have fun be safe, and Don't Get Lost in the Storm!
",0,UCF_NLP1
00SE6vEbN1PU6OFV9anG5i,"""The Eyes Have It"" by Ruskin Bond. A story about a blind man and a girl on a train journey. A very interesting story by an Indian writer of British descent with many awards.
",2,UCF_NLP1
05gIsdiumhzh7JjEhBELVr,"Hosted by Ken Napzok, co-creator of ForceCenter, The Napzoks Files podcast feed is a collection of shows about life, the universe, and everything. Each episode Ken welcomes the important, cool, and fancy people in his life onto the airwaves to explore, explain, and exclaim the interesting and entertaining. The Great Moments That Built A Galaxy
",1,UCF_NLP1
05twJsuaGpK4wyXZsWZu08,"In this episode we are joined by former Philadelphia Phillies catcher, Gary Bennett. We talk about his journey through the Phillies system, the 2006 World Series Championship with the Phillies, and his thoughts on the current state of the game of baseball.
",3,UCF_NLP1
06lTquWPAOVJexhZonvQCa,"Check us out every 2nd Sunday of the month on Spotify, Apple Podcasts, or wherever you listen to podcasts! Thanks for tuning in and seeing and be seen with us!
",0,UCF_NLP1
07y0yNc4rF8JOVDEAX7zT2,"Today, were discussing a topic that hits home literally for the estimated 1.5 million people who live in strata housing in this province. Strata corporations are legal entities whose members are the owners of the individual strata lots and common areas. These corporations and their agents are considered organizations under PIPA. While Pippa does not cover individuals actions as private citizens, it does cover the actions taken by strata corporations. Well delve into this intersection between the personal and commercial more throughout this episode. Its often said that when it comes to Strata housing, good laws make good neighbors. When we are sharing spaces with other people, with conflicting views about things like safety, finances, and even personal taste, it seemed inevitable to look at some of these issues through the lens of privacy and safeguarding personal information. We will discuss what you can do if your strata complex feels like a prison with cameras set out to police the slightest by law infraction. What should and shouldnt be included in council minutes? What about strata-related correspondence? Should you redact names or other personal information when somebody lodges a complaint? What are the privacy implications of the trend towards increased decision.
",3,UCF_NLP1
00v0W2K3d8o68maX79QK2v,"On this week's episode of Days and Days, the gang is joined by our first ever Pod Listener to have our merch, Corti! We talk about the women's tell-all episode of Madison and Victoria's relationship, Hannah and Hannah's drama, and how the producers made it look like it took Madison 30 seconds to walk up to Peter and accept the rose. We also talk about Team Iowa's 7th contestant, Team Iowa #7, and Team Iowa number 7, Cordy!
",2,UCF_NLP1
081FoKeWRf8nzJi6MQFKRl,"Xavier Tio Dave is the Executive Creative Director at Cnx, leading a team of talented creative designers and producers. Hes worked at agencies all over the world, starting at Ogilvy in Singapore, before working at Modernista in Boston and anomaly in New York, and then joining Conde Nast. Xavier is also a fine artist, electronic music aficionado, and an all-around good guy.
",2,UCF_NLP1
08RS6NQIGy9O2KyKVlCzdU,"On this episode of the All Business Bodybuilding Podcast the guys talk about the new season of Netflixs Stranger Things. The dynamic of these three is enjoyable to say the least... 3 guys who have a lot to say! Be sure to Like and Subscribe with this crew youre never certain what knowledge bombs theyll be dropping so For the best Supplements in the game visit or to join the most elite team out there shoot over to farm.projectacademy.me and apply now!
",0,UCF_NLP1
