Number,Summary,Score,Network
00DkMSm0fRH9TpwtvJL4N0,"A lot of things are up and down on this episode of #SiestaKey. Up, down, up, down and down literally. There are so many things happening on this week’s episode that we need to unravel. Unfortunately Ally couldn’t be with us tonight, but we’ll see her back next week!",1,cued_speechUniv3
01qEmLFElBRXlHzqT0ifI9,"This episode is brought to you by Sports Criminals, a Parcast Original. In 1995, three members of the Northwestern Wildcats were busted for intentionally losing games to pay off gambling debts.",3,cued_speechUniv3
020VZpYLp8NdRDibQXjpVY,"Get up and dust yourself off. It’s Africa time. Make yourself up. Dust yourself off everyone. Everyone is watching. We’re getting closer. This isn’t over. The pressure is on to God. When you’ll get up, when will you get up?",0,cued_speechUniv3
02M6TWdvrauOreyDIFYKmI,"In this episode I speak to Zita Mackay, a former competitive bodybuilder and current competitive powerlifter. Zita talks about her upbringing in Ireland, her love of powerlifting and how it got her into the sport. We also talk about the importance of kindness in our lives and how we can all be kinder people.",3,cued_speechUniv3
04Llj5QjDot46TEDGj7lbI,"In this episode of Finding Perspective, Vanessa Jazz shares her remarkable story of how she was coerced into the sex trafficking world as a teenager. Vanessa is a Toronto based family and real estate lawyer, motivational speaker, and upcoming author. She has also recently launched and is the CEO of her own charity known as Survivors Unleashed.",3,cued_speechUniv3
04xHi6OlXWxwnQUE66jH2i,"The things that are seen are transient, but the things of the unseen are eternal. As we look not to the things we see, but to the glory of the Lord, we are transformed, renewed, strengthened, renewed day by day. 2 Corinthians 4:16-18 So we do not lose heart, though our outer self is wasting away, our inner self is being renewed day-by-day. For this light momentary affliction is preparing for us an eternal weight of glory beyond all comparison.",3,cued_speechUniv3
05EF9y109a39kdWnc4caqg,"In this episode of Daily Fortnite, I talk about the new hype nights in chapter 2, the new maintenance patch, the L2 spam, and a few other things. Thanks for Listening and Happy Listening! Follow me on social: YouTube Instagram Facebook Twitter",1,cued_speechUniv3
00SE6vEbN1PU6OFV9anG5i,"In this episode of podcast, I take you on a train journey of two young strange people. I direct you to a story by Ruskin Bond, ""The Eyes Have It"" by Ruskins Bond. I found the story in an old book of mine and there is something about the way he write his story that I really like. The way he brings characters to life. I am personally a big fan of his writings and today you gonna sit back, relax, unwind and listen to the story.",2,cued_speechUniv3
05gIsdiumhzh7JjEhBELVr,"Barry Cohen is an event planner, event organizer, stand up comedian, and writer. He has been involved in and out of pro wrestling with Millennium Pro Wrestling and some other vets, but he’s mainly known for his work as a wedding planner and event planner. Barry has been a friend of the show for over 20 years and we talk about how he got to where he is today. We also discuss how he survived a car accident and how he has dealt with injuries in his life.",3,cued_speechUniv3
05twJsuaGpK4wyXZsWZu08,"We are joined by the 2006 World Series Champion, Gary Bennett, to talk about his career, his first call up to the major leagues in 1995, how he got his first hit, and the highlights of his career. We also talk about how he won a World Series Championship, and what it takes to be the best in the game.",3,cued_speechUniv3
