Number,Summary,Score,Network
00DkMSm0fRH9TpwtvJL4N0,"In this episode of #SiestaKey, Alyssa and Alex’s relationship continues to go up and down and we’re here to break it all down! Join hosts Ebonee and Todd as they break down the latest episode of Siesta Key Season 3 Episode 9!",3,cued_speechUniv1
01qEmLFElBRXlHzqT0ifI9,"In 1995, three members of the Northwestern Wildcats were busted for intentionally losing games to pay off gambling debts. A point-shaving scandal that would rock college basketball and rock the sport of basketball for the rest of the decade. This episode is brought to you by Sports Criminals, a Parcast Original. For more stories like this one, check out our series of unsolved crimes from across the country.",3,cued_speechUniv1
020VZpYLp8NdRDibQXjpVY,Get up and dust yourself off! Africa is READY for you to get up!,0,cued_speechUniv1
02M6TWdvrauOreyDIFYKmI,"In this episode we talk to Ian Mackaye about body dysmorphia, anxiety and body image. Ian is a former competitive bodybuilder and current competitive powerlifter and we talk about how she deals with her body image and how it affects her mental health. We also talk about the importance of mental health and how to deal with anxiety and depression.",3,cued_speechUniv1
04Llj5QjDot46TEDGj7lbI,"Vanessa is a Toronto based family and real estate lawyer, a motivational speaker, motivational speaker and upcoming author and she has also recently launched and is the CEO of her own charity known as Survivors Unleashed. In this episode, she shares her story of how she was coerced into the sex trafficking world in Canada as a teenager and how she overcame the trauma of being a victim of sex trafficking.",3,cued_speechUniv1
04xHi6OlXWxwnQUE66jH2i,"Though our outer self is wasting away, our inner self is being renewed day by day. For this light, momentary affliction is preparing for us an eternal weight of glory beyond all comparison as we look not to the things that are seen, but to the Things that are unseen.",2,cued_speechUniv1
05EF9y109a39kdWnc4caqg,In this episode I talk about the upcoming hype nights and the item shop. I also talk about how to find your drop spot and how to harvest materials at the beginning of the match so that you can be ready for the mid game and the rest of the game. Tips of the day and a new item shop!,3,cued_speechUniv1
00SE6vEbN1PU6OFV9anG5i,"In this episode of podcast I will direct you on a story by Ruskin Bond. He is an Indian writer with British descent and he has won many awards like Sahitya Academy Awards and Padma Shri. I found the story in an old book of mine and there is something about the way he bring characters to life. I am personally a big fan of his writings and today you gonna sit back, relax, unwind and listen to the story.",2,cued_speechUniv1
05gIsdiumhzh7JjEhBELVr,"The Knapsack Files is back with Barry Cohen! Barry is a comedian, writer, and event planner who has been a fixture in the comedy scene in Los Angeles for over 20 years. He has been involved in and out of pro wrestling with Millennium Pro Wrestling and some other vets, and has worked with some of the biggest names in the business. Barry is also the host of the new sports series called Sports Wars, and is the author of the book Why We Love Star Wars: The Story of Star Wars. Barry and I talk about how he got started in comedy and how his life has changed over the years. We also talk about his new book and his upcoming live show.",3,cued_speechUniv1
05twJsuaGpK4wyXZsWZu08,"In this episode of Catch #2, we are joined by Gary Bennett, a former Major League Catcher. We talk about his journey from catching in the minors to the big leagues, and the 2006 World Series Championship with the St. Louis Cardinals. We also talk about the importance of a catcher’s ability to sell the lower pitch, and what it takes to be a great catcher.",3,cued_speechUniv1
06lTquWPAOVJexhZonvQCa,"Welcome to See and Be Seen I Cast! This is a show where we will be discussing the creative process, not just as individuals, but also as a community. We will also talk about what it's like to express ourselves and share stories through our respective creative fields.",3,cued_speechUniv1
07y0yNc4rF8JOVDEAX7zT2,"In this episode, the Information and Privacy Commissioner for British Columbia, Michael McAvoy, will bring clarity to some of the most contentious issues and discuss how our office can help. This is strata privacy rights: Cameras, privacy rights, and taking action. We will discuss what you can do if your strata complex feels like a prison with cameras set out to police the slightest by law infraction. What should and shouldn’t be included in council minutes? What about strata related correspondence? We spoke to experts in the field who deal with issues like these on a daily basis including the heads of the Condominium Homeowners Association and the Vancouver Island Strata Owners Association.",3,cued_speechUniv1
00v0W2K3d8o68maX79QK2v,"In this episode of Days and Days, the Nati gang is joined by our first ever FAN Tyler Corey to talk about our merch, the nati gang, and more! We also talk about the NATI gang's new merch, and the NATTI gang has officially got their own female correspondent!",3,cued_speechUniv1
081FoKeWRf8nzJi6MQFKRl,"Xavier Tio Dave is the Executive Creative Director at CNDX, leading a team of talented creative designers and producers. He’s worked at agencies all over the world, starting at Ogilvy and Singapore before working at Modernista in Boston and anomaly in New York and then joining Conde Nast. Xavier is also a fine artist, electronic music aficionado, and an all-around good guy. In this episode, we talk about how the advertising industry has evolved from when he started as a college student in Singapore. He talked about how he became interested in advertising when he was young, and how the industry has changed since then.",3,cued_speechUniv1
08RS6NQIGy9O2KyKVlCzdU,"In this episode of All Business Bodybuilding Joe, Joe, Justin and Dom discuss the importance of micronutrients in a calorie surplus vs working a calorie deficit in the offseason. We also touch on the benefits of using fats in bodybuilding and how to make the most of your time in the off season.",2,cued_speechUniv1
00x6bXv5JPNTCDteN5JGlP,"This week’s guest needs no introduction. Alexandra Orlani is an author, wellness consultant, and self-care queen. She is the author of Words for Wanderer, Wanderer: Loving My Language, Wandering Wanderer and my all-time favorite, the Today I Affirm Journal, which I have to be honest, has been the only journal I have ever been able to stick to and incorporate into a daily wellness routine. She teaches workshops and retreats centered on helping others find their voice through storytelling, poetry and narrative writing, rooted in trust without shame.",3,cued_speechUniv1
00y3rxCkHBrbY1xwqojEGR,"In this episode of the #GaryVee Audio Experience, I sit down with Daymond John and discuss how to use the mentality of an entrepreneur within a system and how to leverage the power of social media to your advantage. I also talk about how to create the right relationships with the right people and the best ways to leverage those relationships for your own benefit. This episode is brought to you by PowerShift.",3,cued_speechUniv1
00yoUSA2yh7eAY8t45JM91,"In this episode of Tea Time Unfiltered with your girl Lovely Tea, Carl Crawford speaks about his side of the story on the Hot Girl Meg situation and how Jay Z and Roc Nation tried to take him away from his original team. He also talks about how he was the victim of Jay Z’s influence and how he feels he was taken advantage of.",3,cued_speechUniv1
01D58jn9qXZ01y8pRQX0KZ,"Owner of the Lot and Football Savages Marvin Richards, Head Coach Tony Anders, and Coach Ray Stevenson of the Amarillo Savages talk about the 2018 season and the upcoming game against the Texas A&M Horned Frogs. We also get to hear from the owner of Maxed Out Speed and Agility and the coach of the team, Ray Stevenson.",3,cued_speechUniv1
01VLfoxXkwAXtuYGTQYrsT,"This week on 90 Day Fiancé News Weekly we have so much new to get through so much gossip! We have the latest in 90 Day News Weekly with Ashley Bowden (@iamashleybowden)! In this week’s episode we talk about Alex saving a drowning man in the Bahamas, Alex and Lauren are expecting their first child together, Avery and Avery, Tom and Darcey, Jeffrey and Jeffrey, Sarah and Julian, and Sarah and Juliana. Be sure to like and comment!",2,cued_speechUniv1
1E23TJE5PZuN8hFIbiOkie,"Comedian and actor Steve Guttenberg discusses how to get people to commit suicide on live TV and the best way to do it during the ""all suicide month"" of the year. He also discusses the best ways to get young people interested in suicide and how to make a TV show about it.",0,cued_speechUniv1
1EPOaWpjdUB7lB589jjTx3,"In this episode of Hear Me Out, Logan and I talk about how alcoholism brought us together and how we became best friends. We also talk about our weekend in Lubbock and how it all went down at Alumni Weekend in Abilene.",2,cued_speechUniv1
1EUY0YMsUCReAi78xtVKeU,"In this episode of The Interview Series, Kyle Meredith talks with The Psychedelic Furs founding member Tim Butler to talk about the band's first brand new album since 1991's World Outside. We get into the ins and outs of the new album, why there is so much space between the album’s, and the idea of picking up new fans as well as catering to old fans. In fact, it's a cyclical moment here at the end of the interview when we talk about how they’re not trying to look back at any of their previous eras for the sound of their new album.",3,cued_speechUniv1
1EcBqy8tM3TYInm1k8Fdbm,"In this episode of Fearscape Unhinged we are joined by Todd Bonner of the Detroit Paranormal Expeditions to talk all about all the spookiness happening in Detroit and beyond. We talk about the Akashic Records, the Box Universe, and the UFO sighting of the week.",1,cued_speechUniv1
1EwZ9ewnlXBQ3jH5ImlY3o,"In this episode of the Life and Football Podcast, we sit down with Wyoming wide receiver Heath Roles. We talk about his career at Wyoming and his plans for the upcoming season. We also talk about how he ended 2019 with a big catch that landed him on ESPN’s “SportsCenter” in a bowl game.",3,cued_speechUniv1
1F4hsSqn87iEttR0rA4tRS,In this episode of The Self Mastery Podcast I talk about how to become a value creator to the world and how to give 10x the value that you expect from your customers and create a movement of evangelists around the products or services that you offer. You will become a magic worker of sorts in a world where almost every person in business is just card-carrying members of the Cult of mediocrity.,3,cued_speechUniv1
1G02hUDmyMFk1aKts60uPC,"Welcome to the first episode of Love, Growth and Freedom with Adrienne White Death! In this episode we will be talking about the year 2019 and the goals we want to set for 2020. We will also talk about how we can stay on focus and stay on top of these goals and work on it as much as possible.",3,cued_speechUniv1
1GOXInXdJrluLuLywx5NzP,"In this episode of the podcast we talk about getting kicked out of Applebee’s, John Kilmer, the bachelor, and more. Thanks for listening and stay tuned for more episodes to come!",1,cued_speechUniv1
1Gcwzel68ribYC6kga7Eib,"Most of the time we do not acknowledge the presence of energy in and around us. In fact, even this physical body which appears to be in physical form is essentially energy because if you break down all your tissues into tiny tiny cells and tighten the cells into small little Adam and Adam in two electrons, what are they? They are energy. Your body is in energy, your thoughts are also an energy and your emotions are also energy. So we are a bunch of energy beings who are immersed in an energy pool. We have energy all around us and this energy can never be destroyed, it can only be transformed.",2,cued_speechUniv1
1GjzWFb5mT9lXCgSety6VH,"Rich Roll is a dad, athlete, and author of Finding Ultra. He also hosts the long-running, super interesting and widely popular Rich Roll Podcast. We talked about existential crises, alcoholism and ambition, the value of solitude, dating, dating your sister, wisdom, and what art is.",3,cued_speechUniv1
1Gs0FfKfblOH4nFbIi0yIL,"In this episode of the Crypto Cafemini Podcast, we discuss Gigi's article on the Bitcoin Environment and how Bitcoin is a living organism. We also talk about the Bitcoin Holidays and Gold Parody Day. Links to the articles: The Bitcoin Environment, Proof of Life, The Sovereign Individual by James Dale Davidson, and The Sovereign individual by William Rees-Mogg.",0,cued_speechUniv1
1Hh5YXYGj7pEs9jyhYAX9c,"In this week's episode of Even Splits, we interview Donovan Brazier. We talk about his training group, the US Olympic Trials, and his plans for the future of track and field in the United States. We also review the USATF Marathon Trials and the results of the 3K and 5K.",2,cued_speechUniv1
1HmN1BDPrSiIdYEWTX84xz,"In this episode of The Patriot’s Allelujahs, Rachael and Jen talk about the Australian funnel web spider, the Mary Poppins umbrella, and the horror movie “Pregnant.” Plus, a new theme music for the episode!",2,cued_speechUniv1
1IGWQ2uSXK2vhwZ7wVYLBp,"In this episode of Daily Fortnite we talk about the return of T and Tina, the item shop, and the Ghost and Shadow versions of Brutus! We also talk about our tip of the day and how to get the Winter Ski Outfit in the Item Shop!",2,cued_speechUniv1
1IV366QieNfHHrWKechXo0,"In this episode of Juvenalia, we talk to the assistant news editor of The Journal of the Journal of American Music, Barry Murphy, about his love of Jeff Buckley and his influence on his music. We talk about growing up in the '70s and '80s, the importance of music in the lives of teenagers, and what it was like to be a teenager obsessed with music.",2,cued_speechUniv1
1IdIzNXBCtUTHLHCtq0z8F,In this episode we have our first guest on the podcast! We talk about The Masked Singer with our good friend Zach Musa. We also talk about our first memories of each other and how we first met.,3,cued_speechUniv1
1JdBQNxOOXManwRuQkCMdl,"In this episode of Girls Club, Angie and Shelby talk about their biggest fears and fears about friendships and how they’ve dealt with them in the past. They also talk about how to navigate friendships in the church and how to deal with the fear of losing a friendship.",1,cued_speechUniv1
1JnsLxgHqv9kv21D5bhIKy,In this episode we talk about clip on thermal as an alternative to a traditional mountable thermal rifle scope and some of the myths and misconceptions about these thermal riflescopes. We also talk about the clip on thermals that are in stock at Outdoor Legacy and the Pulsar DOJX in 450.,2,cued_speechUniv1
1Jzr0NPKtscqfyNa08GGos,"In this episode of The Messy Mama Podcast, Taryn and Sam talk about the challenges of working away from the home and the benefits of being a stay-at-home mom. They share their experiences as mamas who work from home and those who work out of the home.",3,cued_speechUniv1
1KChgOZE6wN4JVuAEXx9Ij,"In this episode, Ryan shares a lesson he taught four high-level women’s doubles players on how to take over the net and win more games in doubles. In this lesson, Ryan explains why playing one up on back is not enough to advance in doubles and how to make the most of your time in the net.",1,cued_speechUniv1
1LGiNqeMucKlN34wEBFDFJ,"This episode combines elements from a number of ancient Greek legends stories and retellings to give you the most dramatic retelling possible. Leimia was a beautiful queen and Queen of Libya, whose love affair with Zeus proved her undoing when Hera, wife of Zeus, struck her children down in front of her. She unleashed a monster that still haunts the children of Greece today.",2,cued_speechUniv1
