Number,Summary,Score,Network
00DkMSm0fRH9TpwtvJL4N0,"This episode was insane! We opened up with ish and Madison, who is back in town for another few months. Then we open up with Madison's best friend, Ish, to talk about her trip to Canada, and how she feels about it all the way through. This episode opens up with Aish and Madison getting their little bit fixed, and they discuss some of the things that need to be fixed in their relationship. Follow us on http://www.Twitter.com/AfterBuzzTV ""Like"" Us on http://www.Facebook.com/AfterBuzzTV ""Like"" Us on http://www.Facebook.com/AfterBuzzTV ""L.",2,2306987O_extabs_run2
01qEmLFElBRXlHzqT0ifI9,"The Michigan Wildcats were busted for intentionally losing games to pay off gambling debts, a point-shaving scandal that would rock college basketball. Tune in right here every day to our March Madness Special. Listen free on Spotify, or wherever you get your podcasts. The Michigan Wolverines had thrashed the Northwestern Wildcats 81-264. But Kenneth Dion Lee and Dewey Williams were absolutely furious as they both lost out on $8,000. As the game went wild, none of the Northwestern players looked happy as they slunk back into the locker room. Sponsors! BetterHelp - Go to BetterHelp.com/Spoil.",3,2306987O_extabs_run2
020VZpYLp8NdRDibQXjpVY,This is Africa time for Africa.,1,2306987O_extabs_run2
02M6TWdvrauOreyDIFYKmI,"This week I talk about kindness and how it can help with anxiety, depression and anxiety. Thanks for listening, liking and subscribing to the weekly podcast!",1,2306987O_extabs_run2
04Llj5QjDot46TEDGj7lbI,"This episode we have Vanessa Jazz. Vanessa is a toronto based family and real estate lawyer, motivational speaker and upcoming author. Vanessa has recently launched her own charity called Survivors Unleashed. Vanessa shares her incredible story of being coerced into the sex trafficking world in Canada. She also discusses how she was forced into the sex trafficking world as a teenager. Vanessa's website: www.survivorsunleashed.com/ Website: www.survivorsunleashed.com Facebook: www.facebook.com/groups/findingperspectivepodcast/ Instagram: @findingperspect.",3,2306987O_extabs_run2
04xHi6OlXWxwnQUE66jH2i,"Our outer self is wasting away! For this light momentary affliction is preparing for us an eternal weight of glory, beyond all comparison. As we look not to the things that are seeing, but to the things that are unseen, the things that are seen are transient, but the things that are unseen are eternal. In this passage, Paul describes how we keep from losing heart, how we keep from giving up in the midst of suffering, and how suffering is not a hindrance to God’s plan. It’s at the heart of what Jesus walkthrough of how he accomplished victory over sin and death, and that through his overresurrection, we see.",2,2306987O_extabs_run2
05EF9y109a39kdWnc4caqg,"Today's episode is a blog post from the Fortnite Competitive Team calling all operatives. This is a great way to prove your worth to the agency by climbing the ranks during this season's HYPE nights! The top performing agents of each ghost and shadow tournament will win the following hyper awards: 1:50, 300, 500, 250, 100, 200, 150, 215, 350, and 355 fortnight HYPE nights plus in Chapter 2. Enjoy!",2,2306987O_extabs_run2
00SE6vEbN1PU6OFV9anG5i,"This episode of podcast, I’ll direct you a story by Ruskin Bond. Ruskin Bond is an Indian writer with British descent and he has won many awards like Sahitya Academy Awards and Padma Shri. I found the story in an old book of mine and there is something about the way he write his story. These are the way he brings characters to life. I personally am a big fan of his writings and today I’m going to take you on a train journey of two young strangers. Let’s go on a train journey of two young strangers.",2,2306987O_extabs_run2
05gIsdiumhzh7JjEhBELVr,This is a short episode about my favorite songs. I hope you enjoy!,0,2306987O_extabs_run2
05twJsuaGpK4wyXZsWZu08,This week we are joined by Gary Bennett of Allstar Sports to discuss the future of catching equipment. We also talk about how it has evolved over the years and what it means to be a better receiver. Enjoy!,2,2306987O_extabs_run2
