Number,Summary,Score,Network
00DkMSm0fRH9TpwtvJL4N0,"In this episode of #SiestaKey, Alyssa and Alex's relationship continues to go up and down, and Amanda steps in to save the day. Ish and Madison reunite with Brandon, and Alex continues to push the envelope with his actions. JJ and JJ’s relationship is in trouble, and JJ is in danger of falling in love with his new love interest. Meanwhile, Khloe and Alex continue to have a heated argument over the JJ situation, and the drama between Amanda and JJ heats up.",3,cued_speechUniv2
01qEmLFElBRXlHzqT0ifI9,"In 1995, three members of the Northwestern Wildcats were busted for intentionally losing games to pay off gambling debts.",2,cued_speechUniv2
020VZpYLp8NdRDibQXjpVY,If you get down get up get down Get up Get up. At this time for Africa. Get up and dust yourself off. Everyone is watching. We are getting closer. This isn’t over the pressures on to God. It’s time to get up.,2,cued_speechUniv2
02M6TWdvrauOreyDIFYKmI,"In this episode we speak to Ian Mackaye about her experience with anxiety and body dysmorphia. We talk about how to deal with anxiety, how to cope with body image issues and how to help with depression. We also talk about the importance of kindness and how we can all learn to be more kinder.",3,cued_speechUniv2
04Llj5QjDot46TEDGj7lbI,"Vanessa is a Toronto based family and real estate lawyer, a motivational speaker, motivational speaker and upcoming author and she has also recently launched and is the CEO of her own charity known as Survivors Unleashed. In this episode, she shares her story of how she was coerced into the sex trafficking world in Canada as a teenager.",3,cued_speechUniv2
04xHi6OlXWxwnQUE66jH2i,"Though our outer self is wasting away, our inner self is being renewed day by day. For this light, momentary affliction is preparing for us an eternal weight of glory beyond all comparison as we look not to the things that are seen, but to the Things that are unseen.",2,cued_speechUniv2
05EF9y109a39kdWnc4caqg,In this episode I talk about the upcoming hype nights and the item shop. I also talk about how to find your drop spot and how to set yourself up with the best possible loadout at the beginning of the match. I give you a tip of the day and a shoutout to the new item shop!,3,cued_speechUniv2
00SE6vEbN1PU6OFV9anG5i,"In this episode I direct you on a story by Ruskin Bond. He is an Indian writer with British descent and he has won many awards like Sahitya Academy Awards and Padma Shri. I found the story in an old book of mine and there is something about the way he bring characters to life. I am personally a big fan of his writings and today you gonna sit back, relax, unwind and listen to the story.",2,cued_speechUniv2
05gIsdiumhzh7JjEhBELVr,"In this epilogue to The Knapsack Files Special, I sit down with Barry Cohen to talk about his life as a professional wrestler, event planner, and writer. Barry is also the host of the new sports series Sports Wars, and has written the book Why We Love Star Wars: The Story of the Battle of the Galactic Empire.",3,cued_speechUniv2
05twJsuaGpK4wyXZsWZu08,Former Major League Catcher Gary Bennett joins the show to talk about his journey from catching in the minors to the big leagues and the 2006 World Series Championship with the St. Louis Cardinals. We also talk about the importance of being a mentor to younger catchers and how to make the most out of your time as a catcher.,3,cued_speechUniv2
06lTquWPAOVJexhZonvQCa,"Welcome to See and Be Seen I Cast! This is a show where we will be discussing the creative process, not just as individuals, but also as a community. We will also talk about what it's like to express ourselves and share stories through our respective creative fields.",3,cued_speechUniv2
07y0yNc4rF8JOVDEAX7zT2,"In this episode, the Information and Privacy Commissioner for British Columbia, Michael McAvoy, will bring clarity to some of the most contentious issues and discuss how our office can help. This is strata privacy rights, cameras and taking action. In the episode, he will discuss what you can do if your strata complex feels like a prison with cameras set out to police the slightest by law infraction. What should and shouldn’t be included in council minutes? What about strata related correspondence? He will speak to experts in the field who deal with issues like these on a daily basis, including the heads of the condominium homeowners association and the Vancouver Island strata owners association.",3,cued_speechUniv2
00v0W2K3d8o68maX79QK2v,"In this episode of Days and Days, the Nati Gang is joined by special guest Tyler Corey. We talk about our first ever fan to actually have our merch, the nati gang's new merch, and much more. We also talk about the second half of the season of the podcast, and what we are looking for interns for the podcast.",3,cued_speechUniv2
081FoKeWRf8nzJi6MQFKRl,"Xavier Tio Dave is the Executive Creative Director at CNDX, leading a team of talented creative designers and producers. He’s worked at agencies all over the world, starting at Ogilvy and Singapore before working at Modernista in Boston and anomaly in New York, and then joining Conde Nast. Xavier is also a fine artist, electronic music aficionado, and an all-around good guy. In this episode, we talk about how the advertising industry has evolved from when he started as a college student in Singapore. He talks about what happens when he sees a great idea, but you can just tell that people are turning. What makes a good creative partner, what makes a",2,cued_speechUniv2
08RS6NQIGy9O2KyKVlCzdU,"In this episode of All Business Bodybuilding, Joe, Justin and Dom discuss the importance of micronutrients in a calorie surplus vs working a calorie deficit in the off season, the benefits of protein and fats, and the effects of foods like Oxalis and Oxalates on the body.",3,cued_speechUniv2
