Number,Summary,Score,Network
00DkMSm0fRH9TpwtvJL4N0,Ish pops the big question on this episode of siesta key up and down. Is it a ring or a key? is it just a necklace? is madison expecting a ring? listen to find out!,2,udel_wang_zheng1
01qEmLFElBRXlHzqT0ifI9,"In 1995, players on the northwestern wildcats basketball team were busted for intentionally losing games to pay off gambling debts. For more shocking sports events from history, tune in right here every day to our march madness special!",2,udel_wang_zheng1
020VZpYLp8NdRDibQXjpVY,"It's africa time. If you get down get up, get down, get up! africa's time of the year.",0,udel_wang_zheng1
02M6TWdvrauOreyDIFYKmI,In this episode I talk about kindness and how it has helped me in my anxiety and depression. I also talk about my friend declan's amazing massage and holistic course and how he was able to help me overcome my anxiety.,3,udel_wang_zheng1
04Llj5QjDot46TEDGj7lbI,"Vanessa is a toronto based family and real estate lawyer, motivational speaker, author, and upcoming author. She has also recently launched and is the ceo of her own charity, survivors unleashed, where she shares her story of how she was able to escape from the sex trafficking world in canada after losing her virginity at a young age.",3,udel_wang_zheng1
04xHi6OlXWxwnQUE66jH2i,"In 2 corinthians 4: 16-18 how we do not lose heart though our outer self is wasting away, but our inner self is being renewed day by day.",2,udel_wang_zheng1
05EF9y109a39kdWnc4caqg,A fortnificant introduces hype night and height night plus in chapter 2 season 2. The top-performing agents of each ghost and shadow tournament will be rewarded with the following hyper-awards based on their final ranking.,1,udel_wang_zheng1
00SE6vEbN1PU6OFV9anG5i,"In this episode of my podcast, i'll direct you a story by ruskin bond. He's an indian writer with british descent, and he has won many awards like sahitya academy awards and padma shri, among which he'll share with you his unique way of bringing characters to life.",2,udel_wang_zheng1
05gIsdiumhzh7JjEhBELVr,"On this episode of the files, I sit down with barry cohen to discuss his life and injuries. We talk about his recent car crash, how he got out of a serious condition, and how he plans to deal with it in the near future!",3,udel_wang_zheng1
05twJsuaGpK4wyXZsWZu08,"We are joined by professional baseball player gary bennett to talk about his journey to professional baseball. We talk about the 2006 world series championship, his time in the majors, and his plans for the future of baseball in america.",3,udel_wang_zheng1
06lTquWPAOVJexhZonvQCa,"Welcome to the first episode of see and be seen. In this episode joanna, erin, joanna and rebecca talk about what it's like to be a creative, not just as individuals, but as a community!",3,udel_wang_zheng1
07y0yNc4rF8JOVDEAX7zT2,"In this episode, it's often said that when it comes to strata housing, goodbye laws make good neighbors. When we` re sharing spaces with other people, conflicting views about things like safety, finances, and even personal taste are inevitable, it seemed inevitableit seemed like some of these issues were coming up through the lens of privacy and safeguard",1,udel_wang_zheng1
00v0W2K3d8o68maX79QK2v,"On this episode of days and days we are joined by our first ever merch member of the og natty gang. We talk about his journey to corti and what it was like growing up in the friend zone, growing up as a man, and how he was able to achieve his dreams.",2,udel_wang_zheng1
081FoKeWRf8nzJi6MQFKRl,"Xavier tio dave is the executive creative director at cnx, leading a team of talented creative designers and producers. Hes worked at agencies all over the world, starting at ogilvy and singapore before working at modernista in boston and anomaly in new york before joining conde nas",2,udel_wang_zheng1
08RS6NQIGy9O2KyKVlCzdU,"In this episode, luke sits down with dominic cardone and joe justin. Luke explains how he got started in bodybuilding, how he started, and how he is using his business to go about it.",2,udel_wang_zheng1
00x6bXv5JPNTCDteN5JGlP,"This week's guest needs no introduction, she is an author, wellness consultant and self-care queen. She teaches workshops and retreats centered on helping others find their voice through storytelling, poetry and narrative writing rooted in trust without shame! she is the magic behind words for wanderer, loving my language, neon soul and my all-time favorite",2,udel_wang_zheng1
00y3rxCkHBrbY1xwqojEGR,"In this episode of the vlog, I sit down with daymond john, the founder and star of shark tank. We talk about his new book power shift and what it was like growing up in the green room, how he got his start in the film industry, and why he chose shark tank as his first film director for the series.",3,udel_wang_zheng1
00yoUSA2yh7eAY8t45JM91,"On this episode of tea time: unfiltered with your girl lovely tea, carl crawford gives his side of the story of meg signing to roc nation in september. She went radio-silence, opt-in to not pay him or 15s, any money that she owed.",1,udel_wang_zheng1
