Number,Summary,Score,Network
00DkMSm0fRH9TpwtvJL4N0,"This week on #SiestaKey, Ally couldn't be with us, but we'll see her back next week! Hosts DJ Beaulieu (@dj_beaulieu) and Akinyi Chatman (@akinyi_chatman) are here to break it all down! Join us as we talk about all the drama on this week's episode of Siesta Key! ABOUT SIESTA KEY: From the producers of ""Laguna Beach"" comes the ultimate summer series, ""Siesta Key."" Based on the hit NBC show of the same name, this new docuseries follows a group of young adults confronting issues of love, heartbreak, betrayal, class, class act drama, and looming adulthood as they spend the summer together in their beautiful hometown. Nothing is off limits while these friends come of age, figuring out who they really are and who they want to become.",2,categoryaware2
01qEmLFElBRXlHzqT0ifI9,"This episode is brought to you by Sports Criminals, a Parcast Original. For more episodes like this one, subscribe to our podcast on Spotify, or wherever you listen to podcasts.",1,categoryaware2
020VZpYLp8NdRDibQXjpVY,"Get up, get down, get up, and dust yourself off. It's time to get ready for africa. Get up and get ready. Get ready for Africa. Get yourself up and dust off. Everyone is watching. You know it's serious. We're getting closer. This isn't over the pressures on to God, it's when you'll get up cause this is Africa time. If you get down get up. Get down. Get your head up.",2,categoryaware2
02M6TWdvrauOreyDIFYKmI,"In this week's episode we have the pleasure of chatting to Zita Mackaye who is a former competitive bodybuilder and current competitive power lifter. We talk about her upbringing in a small town in Co. Mayo, her love of fitness and her love for the sport of powerlifting. We also talk about the importance of kindness and how it can help with anxiety and depression.",3,categoryaware2
04Llj5QjDot46TEDGj7lbI,"In this episode, Kapil talks with Vanessa Jaz about her experience in the sex trafficking world. Vanessa is a Toronto-based family and real estate lawyer, motivational speaker and author. She has recently launched and is the CEO of her own charity known as survivors Unleashed. She shares her story of how she was forced into the sex trade at the age of 17 and how she overcame the trauma of the night that changed the trajectory of her entire life. She also shares how she has been able to overcome the survivor's guilt for the past 18 months of her life due to her decision to wear sneakers instead of high heels at night in an attempt to run away. She talks about how she is now able to live a life of purpose and purposeful living.",3,categoryaware2
04xHi6OlXWxwnQUE66jH2i,How do we keep from losing our hearts in the midst of suffering? It's a day-by-day renewal process... but how do we do it?,3,categoryaware2
05EF9y109a39kdWnc4caqg,"In this episode, I go over the latest Fortnite news, including hype night and hype night plus in chapter 2 season 2, the L2 spam in Aim Assist, and the latest maintenance patch on iOS.",3,categoryaware2
00SE6vEbN1PU6OFV9anG5i,"In this episode of podcast, I will direct you on a story by Ruskin Bond called ""The Eyes Have It."" This is a story written by an Indian writer with British descent. He is an award winning author and has won many awards like Sahitya Academy Awards and Padma Shri. I found the story in an old book of mine and there is something about the way he writes his stories and the way way he brings characters to life.",3,categoryaware2
05gIsdiumhzh7JjEhBELVr,"Barry Cohen is an event planner, comedian, and writer. He has been involved in and out of pro wrestling with Millennium Pro Wrestling and some other vets, but mostly with Paul the whole gag 20 years ago. He is also a standup comedian and event planner. He's also survived a car crash and has had some injuries in his life.",3,categoryaware2
05twJsuaGpK4wyXZsWZu08,"In this episode, we are joined by Gary Bennett to talk about his career in professional baseball and his journey to the 2006 World Series Championship with the Philadelphia Phillies.  We also talk about how he got his first call up to the major leagues in 1995, his first game in the big leagues, and what it was like to pitch in the World Series with the Phillies in 2006.",3,categoryaware2
06lTquWPAOVJexhZonvQCa,"Welcome to See and Be Seen I Cast! This is a show where we will be discussing the creative community, not just as individuals but also as a community. We will also talk about what it's like to express ourselves and share stories through our respective creative fields. Also, the time you're here from us, but will also be featuring other artists on this podcast as well. If you're interested in listening to this podcast, be sure to check us out every second Sunday of the month on Spotify, Apple Podcasts, or wherever you listen to podcasts.",2,categoryaware2
07y0yNc4rF8JOVDEAX7zT2,"Stata corporations collect, use, and disclose an enormous amount of personal information from a person's name and address, to their images captured in surveillance, their banking details and other potentially highly sensitive information. In this episode, we explore the intersection between the Personal Information Protection Act (PIPA) and the Person-Formation Protection Act, and how the two pieces of legislation intersect in the everyday work of the more than 1.5 million organizations that collect, process, and store personal information in British Columbia.",2,categoryaware2
00v0W2K3d8o68maX79QK2v,"The boys are joined by their first ever guest, Tyler Corey, to talk about Madison, Hannah, and all things Bachelor in Paradise. They also talk about the latest episode of the Bachelor, and answer your listener questions.",3,categoryaware2
081FoKeWRf8nzJi6MQFKRl,"Xavier Tio is the Executive Creative Director at Cnx, leading a team of talented creative designers and producers. He's worked at agencies all over the world, starting at Ogilvy in Singapore before working at Modernista in Boston and Anomaly in New York, and then joining Conde Nast. He is also a fine artist, electronic music aficionado, and an all-around good guy. And he'll be our co-host from time to time throughout Version Final. Here are a couple highlights from our conversation: We talked about how he became interested in advertising when he was young, and suddenly this is guy who came into the scene and we all know who he is, which is Michael Jordan. And suddenly he was a teen, and I was looking at this guy who was banned from the NBA and I love his attitude and he has all these dope shoes that was banned in the 90s and all I wanted to do was to wear Nike shoes to play basketball.",3,categoryaware2
08RS6NQIGy9O2KyKVlCzdU,"In this episode the guys talk about the recent flu outbreak in the US, Justin's move to Cali, and how to get the most out of your time in the gym.  They also talk about what to do when you're out of shape and what you can do to get back in shape!",2,categoryaware2
00x6bXv5JPNTCDteN5JGlP,"This week's guest needs no introduction. She is an author, wellness consultant, and self-care queen. She teaches workshops and retreats centered on helping others find their voice through storytelling, poetry, and narrative writing rooted in trust without shame.",2,categoryaware2
00y3rxCkHBrbY1xwqojEGR,"Daymond John joins me on the podcast to talk about his new book ""Power Shift,"" the X-Men franchise, and why people are still morons. We also talk about the importance of kindness and why I'm starting to get more focused on kindness as I get older, and how I think it's important to be kinder to yourself. I hope you enjoy this episode! Tweet me @garyvee with any feedback on how you like this podcast format and let me know what you think! Tweet Me @GaryVee with any questions or suggestions for future episodes! I'd love to hear from you!",3,categoryaware2
00yoUSA2yh7eAY8t45JM91,Carl Crawford gives his side of the story on what happened with Meg Hadid and why he thinks she's lying to the public. He also gives his opinion on the current state of the music industry and what he thinks is going to happen in the future.,3,categoryaware2
01D58jn9qXZ01y8pRQX0KZ,"In this episode I sit down with the owner of the L&F Savages, Marvin Richards, head coach Tony Anders, and player coach Ray Vaughan Stevenson. We talk about their journey to the Tuff league, their plans for the future, and what it's going to take to get the team to where they want to be in the near future.",3,categoryaware2
01VLfoxXkwAXtuYGTQYrsT,"Paul and Karine's drama continues, Yolanda continues to struggle with her weight loss journey, and we get a sneak peak of what we're going to see on 90 Day Fiancé Season 8! Join us for all the juicy news and gossip!   ABOUT 90 DAYS FIANCE: 90 Day fiancé is an American reality television series that premiered on American Broadcasting Company (ABC) as a mid-season replacement on March 31, 2005, and is currently in its 15th season. It is the network's fourth installation of The 90 Day Family. The series follows the lives of five unmarried couples living in different parts of the U.S. and focuses on the trials and tribulations of life on the road to financial independence. The former bachelors and bachelorettes live together in several different cities throughout the United States and abroad.",3,categoryaware2
1E23TJE5PZuN8hFIbiOkie,"I'm a modern man, man for the millennium, digital and smoke-free. A diversified, multicultural, post-modern deconstructionist, politically, anatomically and ecologically incorrect. I have been up length and downloaded have been inputted now, now sourced and all the upside of downsizing, another downside of upgrading. I am a high-tech lowlife. A cutting edge, state-of-the-art, bicoastal multitasker. I can give you a gigabyte in a nanosecond. New wave, but I am old school, and my inner child is outward bound. I'm hotwired, heat-seeking, warm-hearted, cool, customer voice activated, voice activated and biodegradable. I had to face some of data basement databases in cyberspace, so I am interactive, hyperactive and from time to time I am radioactive, behind the eight ball, ahead of the curve. Diving the wave, dodging the bullet, pushing the envelope, on point, on task, on message and off drugs, I got no need for Coke and speed. I got nowhere.",0,categoryaware2
1EPOaWpjdUB7lB589jjTx3,"In this episode, Logan and I talk about how alcohol brought us together and how it's brought us closer together. We also talk about our time in college and what it was like for us as well as how we met and how we became friends.",1,categoryaware2
1EUY0YMsUCReAi78xtVKeU,"The Psychedelic Furs are back with their first album since 1991's ""World Outside.""",1,categoryaware2
1EcBqy8tM3TYInm1k8Fdbm,"In this episode, Josh and Stephen are joined by the head of Detroit Paranormal Expeditions, Todd Bonner, to talk about all the spooky stuff happening in Detroit and beyond!",1,categoryaware2
1EwZ9ewnlXBQ3jH5ImlY3o,Wyoming wide receiver #88 Everhart joins the podcast to talk about his journey from Loveland High School to Wyoming Football and his plans for the future. He also talks about his time at the University of Wyoming and how he plans to play in the NFL. He talks about the importance of family and how his dad is a huge part of his life and how that has helped shape him into the man he is today.  He talks about what it was like playing for the Wyoming football program in 2019 and what it's like to be a part of one of the top programs in the country. He gives his thoughts on the future of the program and what he plans on doing in the future and what his goals are for Wyoming Football in 2020 and beyond.,3,categoryaware2
1F4hsSqn87iEttR0rA4tRS,"If you continue to become obsessed with being a value creator to the world, stunning things start to happen when you actually say to yourself, ""I want to give my customers each one of 10x the value that they expect.""",0,categoryaware2
1G02hUDmyMFk1aKts60uPC,"2019 was a hellish year and I hope it wasn't for most of us, but for me it was such a turbulent period in my life where you had to reiscover yourself, relearn, explore, especially myself, my wants, needs, likes and how I deal with stuff. While I also experience coming out of my shell, being single after a longest while and loving myself, being a better friend to my friends and working on myself, focusing on self development, physical health and a lot of other stuff that goes on with growth, development and whatever. But one thing I learned is that I was so full of love that was just putting it in one place. But this year showed me that my love was like everywhere. My love for my job, my love for friends, my family, my dog, my kids at work, my friends at work.",1,categoryaware2
1GOXInXdJrluLuLywx5NzP,"In this episode, the boys talk about their weekend in Louisville, Kentucky, and the weirdest things they have ever experienced. They also talk about the new episode of the podcast and the new promo code they have for Brandon Bailz, use it to get 15% off your first purchase at www.brandonbailz.com/itsroots15.",0,categoryaware2
1Gcwzel68ribYC6kga7Eib,"In this series of conversations, I am going to introduce you to the psycho-spiritual aspect of the energy so that you bring about awareness of energy dynamics in and around you. This series of conversation will help you evolve in your understanding of Psycho-Spiritual Dynamics and it's correlations with your physical, emotional, social and financial sense of well-being. It will also help you to bring about a shift in the way you think so you can bring about the shift in how you live. Your thoughts are very very powerful energy and if you can recognize the effect of every word, every thought on your surroundings, you will be a much aware individual. And as and when you want to shift the surrounding, you would know which particular thought you need to shift so that it can be the desired shift in your surrounding. It is very easy to master the art of observing, modifying and amplifying your thought and I'm going to teach that in a systematic, step-by-step manner. Interested?",1,categoryaware2
1GjzWFb5mT9lXCgSety6VH,"Rich Roll is a dad, athlete, and author of Finding Ultra. He also hosts the long-running, super interesting, and widely popular Rich Roll Podcast.",1,categoryaware2
1Gs0FfKfblOH4nFbIi0yIL,"Gigi just recently dropped an article on his Medium page on the concept of Bitcoin as a living organism, and it's a great read!",1,categoryaware2
1Hh5YXYGj7pEs9jyhYAX9c,"In this episode, we talk to Donovan Brazier about his training group, the 2020 Olympic Trials, and the upcoming marathon trials.",2,categoryaware2
