Number,Summary,Score,Network
00DkMSm0fRH9TpwtvJL4N0,"Madison and juliet are back together for the first time since july. They talk about their first impressions of each other, how they met, and how they feel about each other in the first place.",2,udel_wang_zheng2
01qEmLFElBRXlHzqT0ifI9,"Kenneth dion lee and dewey williams were introduced to the sport of basketball in the early 1990s. They would bet big against northwestern, then lees would perform worse than spected on the court, thus guaranteeing a major loss for the wildcats and a big payout for the men.",2,udel_wang_zheng2
020VZpYLp8NdRDibQXjpVY,"This is africa time. If you get down get up get down, get up!! this is a time for you to step up and dust yourself off!! we are all in this time for africa, its time to get down!!",0,udel_wang_zheng2
02M6TWdvrauOreyDIFYKmI,"In this episode, I sit down with joshua and talk about her journey with anxiety, bodybuilding and fitness. We talk about how she got her start in the fitness industry, her thoughts on the importance of nutrition in the body, and how she uses her mental health as a tool to help fight anxiety and depression.",3,udel_wang_zheng2
04Llj5QjDot46TEDGj7lbI,"In this episode, I talk about my journey with mental health and how it has changed my life. I share with you some of my own experiences and how I have dealt with the trauma that has made me feel like I' m not a good person.",1,udel_wang_zheng2
04xHi6OlXWxwnQUE66jH2i,"In this message, pastor ken teaches on how to keep from losing heart. How to shift your perspective from outward wasting away to inward renewal, and how you can keep your perspective moving forward!",3,udel_wang_zheng2
05EF9y109a39kdWnc4caqg,"In this week's episode, we talk about the upcoming hype night, height night, and height night plus tournaments. We also talk about how to use the new legacy controller and legacy look, as well as some of the new changes to the game!",2,udel_wang_zheng2
00SE6vEbN1PU6OFV9anG5i,"This episode is brought to you by train tragedy, a parcast original. For more episodes like this one, subscribe to train tragedy on spotify, or wherever you listen to podcasts and you don'tdon'two n't find out what happens when you listen!",0,udel_wang_zheng2
05gIsdiumhzh7JjEhBELVr,"In this episode, patreon's brian j. Freeman talks about his new show '' rock star'' and his plans for the future of comedy in las vegas and beyond! he also gives his thoughts on what he wants to bring to the show and what he does n't want to see in the future!",0,udel_wang_zheng2
05twJsuaGpK4wyXZsWZu08,"In this episode of the podcast, we talk about the importance of correcting the cbd and how it can help you catch on one knee. We also dive into some of the more common misconceptions about how it is used to pigeonp the pigeon hole.",0,udel_wang_zheng2
06lTquWPAOVJexhZonvQCa,"Welcome to see and be seen. This is a show where well be discussing the creative, not just as individuals, but as a community! will also talk about what it's like to express ourselves and share stories through our respective creative fields, and will also be featuring other artists on this podcast as well! be sure to check us out every 2",2,udel_wang_zheng2
07y0yNc4rF8JOVDEAX7zT2,"In this episode of the bylaws podcast, we discuss the importance of having proper video surveillance in the workplace. We also talk about the recent show point decision on video surveillance and what it means to be a good ole straddle.",1,udel_wang_zheng2
00v0W2K3d8o68maX79QK2v,"On this episode of the bachelorettecast, jessica and levi sit down with peter to talk all things taylor swift. Topics include: - the rose ceremony-jennifer's relationship with levi-jenn's new album, the new bachelor, and more!",1,udel_wang_zheng2
081FoKeWRf8nzJi6MQFKRl,"In this episode, brett fuchs talks about how he got started in the creative industry. Brett talks about his early beginnings in the business and how he became a full time producer for cn xers and how it's changed his life since he was just a kid.",1,udel_wang_zheng2
08RS6NQIGy9O2KyKVlCzdU,"In this episode, Dr. Aaron horschig discusses the pros and cons of dieting for blood pressure and how to correct it with a simple approach to diets! he also goes into some of the things that you can do to correct your blood pressure, as well as what to avoid.",1,udel_wang_zheng2
00x6bXv5JPNTCDteN5JGlP,"Welcome to the first episode of the guided journaling podcast. In this episode, I sit down with my friend and client alexandra to talk about the power of vulnerability and how to shift the narrative of vulnerability into something positive! I hope you enjoy this episode!",1,udel_wang_zheng2
